shipment_id,origin,destination,distance_km,cost
1048,USA,Germany,5140,1635
1049,India,China,2392,4917
1050,India,China,6830,943
1051,Germany,Germany,3437,1302
1052,China,USA,8365,4629
1053,Germany,Germany,5362,3319
1054,India,India,4915,4648
1055,USA,USA,9567,1783
1056,China,China,193,4645
1057,India,China,9531,2857
1058,USA,USA,7372,3014
1059,Germany,Germany,6612,925
1060,India,India,5663,1109
1061,Germany,India,7423,4434
1062,India,China,6913,3748
1063,China,India,6820,3396
1064,China,India,5886,3797
1065,Germany,Germany,2123,1260
1066,USA,China,7157,2392
1067,China,USA,8922,571
1068,India,China,9961,2575
1069,India,India,3992,3462
1070,China,Germany,4810,1139
1071,India,China,2658,2698
1072,India,India,591,4361
1073,India,China,5405,1967
1074,China,China,6520,4722
1075,China,Germany,2190,3065
1076,China,India,3067,2142
1077,India,Germany,9704,1672
1078,China,USA,6146,269
1079,China,USA,3962,3957
1080,India,India,7059,1454
1081,USA,India,7835,2802
1082,China,USA,4635,2708
1083,China,India,533,819
1084,India,India,1706,884
1085,USA,India,5990,1933
1086,China,India,8355,439
1087,Germany,USA,8128,1698
1088,China,USA,3841,2660
1089,China,India,149,1157
1090,Germany,USA,1158,2323
1091,Germany,USA,3774,202
1092,India,Germany,1590,227
1093,Germany,India,5357,442
1094,USA,China,258,503
1095,India,China,6922,2464
1096,USA,USA,1800,3760
1097,USA,USA,8580,523
1098,USA,USA,5580,4948
1099,Germany,Germany,6637,2165
1100,India,China,4878,664
1101,USA,China,5451,1354
1102,Germany,India,5719,2375
1103,China,China,1611,4783
1104,China,China,2875,131
1105,China,Germany,9793,2436
1106,China,USA,7133,3580
1107,China,China,4715,3973
1108,USA,India,3703,4423
1109,India,Germany,9038,4054
1110,USA,India,5606,2989
1111,USA,India,962,2004
1112,Germany,USA,2343,901
1113,India,USA,9612,2603
1114,China,China,7295,2935
1115,India,India,4333,3731
1116,China,India,2361,4038
1117,China,Germany,5509,4091
1118,USA,Germany,6334,3159
1119,India,India,6845,2152
1120,Germany,India,1278,1254
1121,USA,India,4315,4713
1122,Germany,China,9023,4770
1123,India,USA,6285,1270
1124,USA,India,4018,3176
1125,USA,USA,4388,245
1126,Germany,Germany,4940,2901
1127,USA,USA,5558,4685
1128,China,China,6995,3386
1129,Germany,USA,9488,4859
1130,India,China,8396,2447
1131,USA,China,4922,626
1132,China,China,4304,1588
1133,India,USA,5254,4827
1134,Germany,Germany,1037,426
1135,China,Germany,9882,1693
1136,USA,India,2734,1975
1137,Germany,India,8494,2495
1138,India,India,5162,1172
1139,USA,China,310,1010
1140,India,India,8515,3525
1141,India,Germany,4104,4609
1142,India,India,240,1570
1143,India,USA,967,3393
1144,India,Germany,5366,1446
1145,India,China,5307,2593
1146,USA,China,3840,633
1147,Germany,USA,1251,2787
1148,Germany,India,5919,4011
1149,India,USA,5861,4055
1150,USA,China,2253,2977
1151,Germany,Germany,8385,3829
1152,China,USA,223,4927
1153,USA,China,2169,1752
1154,Germany,India,3723,3016
1155,Germany,USA,7751,2179
1156,USA,China,7340,1127
1157,USA,China,2574,3905
1158,China,Germany,3749,3215
1159,India,Germany,9187,512
1160,India,China,9415,2778
1161,USA,Germany,3621,2575
1162,India,USA,6051,3307
1163,India,USA,4522,3569
1164,China,China,3770,4033
1165,USA,Germany,9941,4442
1166,Germany,China,1325,2203
1167,India,India,4447,2854
1168,India,Germany,3304,435
1169,China,China,5990,2557
1170,China,China,5050,3201
1171,India,China,5275,4882
1172,USA,India,2959,2331
1173,China,China,103,1391
1174,Germany,USA,3959,4274
1175,India,USA,9948,2111
1176,Germany,Germany,151,4739
1177,China,Germany,2975,944
1178,Germany,Germany,9078,3481
1179,Germany,Germany,9293,540
1180,USA,China,4908,3751
1181,China,China,6128,1534
1182,China,China,5176,699
1183,Germany,China,9534,1151
1184,USA,Germany,6184,4637
1185,Germany,China,1978,2208
1186,USA,China,3916,1256
1187,Germany,India,7235,640
1188,India,China,2696,4370
1189,China,India,1400,1567
1190,Germany,China,193,2601
1191,India,India,3458,4687
1192,India,India,7247,2349
1193,India,Germany,5691,3217
1194,China,India,846,3441
1195,India,India,3778,1863
1196,China,India,5568,3875
1197,India,India,3618,3784
1198,Germany,Germany,7056,2288
1199,China,India,4765,3941
1200,China,USA,4983,2579
1201,China,India,4642,1896
1202,USA,India,2317,4102
1203,India,India,7617,3113
1204,India,China,7283,516
1205,USA,Germany,7888,2929
1206,India,China,7804,658
1207,India,Germany,2398,348
1208,China,India,9053,1636
1209,China,USA,6774,146
1210,India,USA,5912,3602
1211,China,India,5667,3844
1212,India,China,1877,4095
1213,India,China,9356,2345
1214,China,India,8987,102
1215,USA,China,3248,1175
1216,India,Germany,4414,1343
1217,USA,India,7267,4478
1218,India,Germany,8128,205
1219,Germany,India,1838,4022
1220,India,China,8798,3191
1221,India,USA,9281,349
1222,China,China,4132,2515
1223,USA,China,8548,3218
1224,China,Germany,6179,2438
1225,USA,China,3380,2411
1226,India,Germany,2737,4012
1227,China,China,8438,1812
1228,Germany,India,8559,4944
1229,India,USA,4370,2682
1230,India,India,8806,1846
1231,India,USA,7751,4540
1232,Germany,Germany,2791,4584
1233,Germany,China,2014,3320
1234,India,China,142,2737
1235,Germany,USA,975,2151
1236,China,India,3437,2016
1237,India,India,6360,4944
1238,USA,USA,4105,3450
1239,USA,India,502,1678
1240,USA,USA,2890,481
1241,China,India,2100,2544
1242,USA,USA,2223,3821
1243,Germany,USA,8943,945
1244,China,Germany,3248,226
1245,India,Germany,7710,4443
1246,China,China,8438,486
1247,USA,Germany,6238,2959
1248,Germany,USA,7546,1010
1249,China,India,560,1951
1250,India,USA,9009,4587
1251,India,USA,8967,2409
1252,India,USA,7797,1161
1253,Germany,Germany,2069,1332
1254,China,China,4737,188
1255,Germany,China,3296,1599
1256,China,India,4219,4278
1257,India,India,3982,2476
1258,Germany,USA,6072,1610
1259,Germany,China,9407,281
1260,USA,China,4091,3588
1261,India,India,9132,667
1262,India,India,7422,4608
1263,China,USA,2844,1156
1264,USA,China,9674,2006
1265,China,USA,8081,812
1266,China,Germany,9207,3759
1267,India,Germany,8300,2326
1268,Germany,USA,4121,3464
1269,China,India,1241,3158
1270,China,India,2675,3781
1271,USA,India,3515,4911
1272,India,China,8805,2974
1273,USA,India,9566,2076
1274,India,Germany,3525,4137
1275,India,Germany,7196,4254
1276,USA,Germany,754,4923
1277,Germany,Germany,7418,166
1278,China,USA,5172,2352
1279,China,Germany,2942,1825
1280,Germany,India,2199,4542
1281,India,Germany,6690,695
1282,USA,Germany,7729,2261
1283,Germany,China,4626,1137
1284,USA,USA,8484,2240
1285,China,Germany,8920,2382
1286,India,USA,9670,2903
1287,Germany,Germany,8188,4760
1288,Germany,USA,1797,3599
1289,China,USA,9624,4152
1290,China,China,9569,1896
1291,USA,India,6320,2462
1292,India,USA,426,1011
1293,India,Germany,7140,2797
1294,India,India,9419,1842
1295,China,India,7533,2207
1296,Germany,USA,7643,2842
1297,Germany,USA,959,338
1298,Germany,USA,3302,2184
1299,USA,USA,9291,2408
1300,USA,China,4381,1219
1301,Germany,China,2686,4711
1302,Germany,Germany,3324,4588
1303,China,Germany,4022,1660
1304,Germany,India,4697,3923
1305,China,Germany,9845,1348
1306,USA,USA,3581,3675
1307,Germany,Germany,6076,2801
1308,China,India,7121,3056
1309,USA,China,3511,2841
1310,Germany,China,1579,3557
1311,India,India,62,752
1312,Germany,India,6328,2308
1313,India,China,1587,4593
1314,Germany,USA,1028,2895
1315,China,USA,663,4295
1316,Germany,China,564,1058
1317,China,USA,1193,1140
1318,USA,India,9569,2532
1319,India,Germany,9572,4255
1320,India,Germany,5809,779
1321,China,India,6885,3140
1322,Germany,China,5270,4434
1323,India,China,244,442
1324,Germany,China,2813,4936
1325,USA,India,5212,3022
1326,USA,India,1264,1302
1327,India,China,7732,788
1328,USA,China,5762,4412
1329,USA,USA,223,2363
1330,India,Germany,7327,3227
1331,USA,USA,2203,2221
1332,India,India,6213,4760
1333,China,China,4206,2690
1334,China,China,1579,3468
1335,China,Germany,7329,4266
1336,India,India,1053,3567
1337,China,China,6612,1099
1338,China,Germany,6541,1581
1339,USA,USA,8049,2370
1340,USA,China,182,1489
1341,India,India,8769,4019
1342,India,China,860,1422
1343,USA,Germany,807,2102
1344,Germany,Germany,8357,4855
1345,USA,India,8096,3656
1346,India,India,3566,4339
1347,China,India,8764,1113
1348,USA,Germany,4228,4301
1349,Germany,USA,7438,4514
1350,Germany,India,5645,1725
1351,China,USA,3173,4979
1352,Germany,China,9263,4739
1353,Germany,USA,7811,928
1354,China,India,5724,1951
1355,Germany,USA,5726,536
1356,USA,USA,9470,2168
1357,China,China,8082,4916
1358,USA,Germany,9560,1951
1359,Germany,Germany,5868,1840
1360,Germany,China,3081,2610
1361,Germany,China,1804,4801
1362,India,China,6849,2108
1363,China,Germany,7348,2508
1364,Germany,USA,9435,2705
1365,USA,India,7457,162
1366,India,USA,2801,881
1367,USA,USA,7534,3376
1368,China,India,3117,856
1369,Germany,India,3905,2917
1370,India,China,778,1437
1371,Germany,India,3281,4662
1372,India,Germany,651,489
1373,Germany,Germany,4113,3956
1374,China,Germany,891,903
1375,USA,China,1546,2158
1376,India,China,9642,3697
1377,China,China,937,4286
1378,USA,China,1334,2591
1379,USA,USA,1333,3307
1380,Germany,Germany,1477,2039
1381,Germany,India,9829,697
1382,India,India,1826,809
1383,India,China,1076,4051
1384,India,India,1427,1611
1385,USA,India,9577,890
1386,Germany,China,8128,182
1387,China,China,4283,3000
1388,USA,China,3507,1184
1389,China,China,9792,4333
1390,USA,Germany,8309,1599
1391,USA,China,4443,4477
1392,USA,China,3088,1554
1393,USA,Germany,3465,4393
1394,USA,Germany,9826,1238
1395,USA,Germany,5341,3245
1396,China,Germany,1229,2741
1397,USA,Germany,4746,1149
1398,China,India,4573,1112
1399,Germany,India,8691,2606
1400,India,China,5190,1037
1401,China,China,4853,2063
1402,India,USA,4447,1060
1403,Germany,China,3718,4540
1404,China,USA,5892,3043
1405,China,USA,4224,692
1406,Germany,USA,6919,217
1407,China,USA,8255,3232
1408,USA,Germany,2215,611
1409,Germany,USA,9024,4305
1410,Germany,Germany,3241,1491
1411,India,USA,7600,2311
1412,USA,China,4017,1892
1413,China,China,9903,1413
1414,USA,China,1665,4262
1415,Germany,USA,2228,3562
1416,India,China,9050,1052
1417,USA,India,4722,3162
1418,India,USA,3356,1802
1419,China,India,228,2280
1420,Germany,India,1505,3691
1421,China,India,2450,4886
1422,India,China,5874,4251
1423,China,India,9653,3264
1424,China,China,5053,2459
1425,China,China,5020,401
1426,China,USA,7683,1323
1427,India,China,760,2955
1428,USA,Germany,4404,1285
1429,India,India,9990,1196
1430,Germany,USA,1678,1147
1431,USA,Germany,6662,1571
1432,China,India,8406,3816
1433,India,India,6472,2846
1434,India,India,1268,2635
1435,China,USA,2479,4943
1436,Germany,Germany,5572,4217
1437,USA,USA,5993,1243
1438,USA,China,6067,2061
1439,Germany,China,1729,337
1440,Germany,India,9842,4202
1441,India,India,2652,3314
1442,USA,Germany,5748,427
1443,USA,China,936,4834
1444,Germany,China,1893,1629
1445,Germany,China,2088,1743
1446,USA,China,6014,2931
1447,India,China,5394,2054
1448,USA,India,3055,4561
1449,India,Germany,4213,4563
1450,China,China,2336,3209
1451,Germany,USA,5577,1993
1452,China,China,569,3166
1453,India,USA,4172,3877
1454,China,Germany,4945,480
1455,Germany,China,6464,2513
1456,Germany,India,4197,1933
1457,USA,India,8546,1564
1458,USA,China,5017,2254
1459,India,India,5066,477
1460,China,USA,5289,303
1461,China,Germany,9878,4181
1462,Germany,India,9809,1136
1463,USA,India,1916,987
1464,USA,China,5368,3031
1465,USA,Germany,9992,2705
1466,Germany,India,3976,3342
1467,USA,USA,8704,653
1468,China,India,9962,716
1469,Germany,China,3572,1851
1470,India,Germany,6259,4864
1471,China,India,3390,2259
1472,China,Germany,7134,2248
1473,USA,USA,7321,3442
1474,India,China,1777,409
1475,India,India,8775,463
1476,India,USA,8580,4940
1477,USA,USA,6372,1910
1478,USA,Germany,3588,1829
1479,Germany,USA,6118,2160
1480,India,USA,3843,2826
1481,USA,Germany,1139,145
1482,USA,China,7190,558
1483,USA,India,3676,4950
1484,India,India,7845,4129
1485,USA,USA,7839,3057
1486,Germany,India,5885,4454
1487,USA,USA,8651,2279
1488,Germany,USA,8561,193
1489,India,India,1987,2575
1490,India,China,1930,2730
1491,USA,USA,7370,2427
1492,China,USA,2890,220
1493,China,India,2189,828
1494,Germany,India,5310,4783
1495,India,USA,5694,854
1496,China,China,862,4963
1497,China,Germany,2520,495
1498,India,China,4943,773
1499,Germany,China,7417,2667
1500,China,India,3571,2962
1501,Germany,China,5953,1492
1502,Germany,Germany,9412,816
1503,India,USA,4240,4229
1504,USA,Germany,3312,1757
1505,India,China,7223,1170
1506,India,USA,3812,1008
1507,India,China,9988,1743
1508,Germany,USA,6476,3100
1509,USA,India,3952,3303
1510,India,USA,7223,3690
1511,China,Germany,1906,4048
1512,Germany,Germany,2605,1344
1513,Germany,China,7934,4579
1514,Germany,Germany,9911,2257
1515,Germany,Germany,3377,3418
1516,Germany,USA,5352,4578
1517,Germany,USA,7362,4036
1518,India,India,6184,3828
1519,USA,Germany,8833,2097
1520,USA,India,1131,2951
1521,China,India,9032,573
1522,USA,Germany,4716,3758
1523,USA,China,7154,2041
1524,China,Germany,3171,3788
1525,China,Germany,6676,1709
1526,USA,China,1327,3701
1527,India,USA,2614,3551
1528,USA,USA,337,891
1529,USA,USA,5427,1913
1530,USA,India,3104,3851
1531,Germany,Germany,4555,664
1532,China,USA,9810,4026
1533,Germany,Germany,77,4578
1534,China,China,7053,2181
1535,USA,China,9820,4102
1536,Germany,India,4511,771
1537,India,India,8390,1796
1538,China,Germany,1322,3634
1539,USA,China,1457,431
1540,USA,China,8697,4615
1541,India,Germany,3049,1526
1542,USA,USA,9507,534
1543,Germany,China,3145,3962
1544,China,India,9450,4252
1545,India,Germany,9076,570
1546,China,Germany,1854,2379
1547,China,USA,2807,3240
1548,Germany,China,9239,3508
1549,Germany,China,8402,2650
1550,China,USA,5332,3626
1551,USA,China,1059,916
1552,Germany,USA,867,2155
1553,Germany,China,1126,4545
1554,China,China,9411,1339
1555,India,China,7083,4929
1556,USA,Germany,4227,1389
1557,China,Germany,9784,4813
1558,USA,Germany,8429,3707
1559,India,USA,1038,4948
1560,China,Germany,4668,4973
1561,China,USA,7979,1141
1562,USA,India,1821,4192
1563,China,China,2136,3931
1564,USA,India,1029,347
1565,India,China,1278,4909
1566,China,India,1128,2658
1567,India,Germany,8449,411
1568,USA,India,6824,4765
1569,China,India,3690,1801
1570,USA,India,6355,4082
1571,Germany,China,3956,1420
1572,Germany,India,9038,1343
1573,China,India,2483,3489
1574,India,USA,7985,3449
1575,India,China,6976,3658
1576,China,USA,2880,3122
1577,USA,Germany,7101,2379
1578,USA,India,5188,731
1579,China,India,4798,1063
1580,China,USA,4219,909
1581,Germany,India,9374,4726
1582,India,China,7502,218
1583,India,China,759,1162
1584,China,India,2517,2681
1585,USA,USA,4192,1968
1586,China,USA,6748,218
1587,China,USA,5470,3769
1588,India,India,3422,4402
1589,China,China,8545,2205
1590,India,USA,8021,4688
1591,China,China,1129,2877
1592,Germany,India,3340,4372
1593,China,India,4906,288
1594,China,USA,9721,4017
1595,China,India,6161,4206
1596,Germany,China,1789,3426
1597,China,India,2591,3952
1598,USA,Germany,7605,1145
1599,Germany,Germany,454,1209
1600,Germany,India,1319,2780
1601,China,Germany,2465,3065
1602,China,Germany,9107,1223
1603,USA,India,2528,766
1604,India,China,6279,3185
1605,USA,USA,3013,2679
1606,India,India,1150,4458
1607,India,USA,4090,3421
1608,Germany,China,9533,839
1609,USA,China,8290,4768
1610,China,India,3197,3367
1611,China,USA,270,1500
1612,China,USA,4500,340
1613,India,China,1812,3040
1614,India,China,5289,1948
1615,China,India,9384,341
1616,China,USA,9736,3922
1617,Germany,USA,8388,910
1618,China,USA,1184,1516
1619,USA,Germany,7584,972
1620,China,India,6805,4992
1621,Germany,China,2532,940
1622,India,China,612,308
1623,USA,USA,7963,2432
1624,Germany,India,3102,2686
1625,USA,India,9977,408
1626,Germany,Germany,1198,174
1627,China,India,2972,471
1628,India,China,9846,3336
1629,USA,China,2864,4022
1630,USA,China,1094,148
1631,India,USA,2993,1400
1632,China,India,9454,2330
1633,USA,USA,7892,4249
1634,India,India,7904,1486
1635,USA,India,899,2304
1636,India,China,4126,4401
1637,China,India,2198,4389
1638,Germany,India,5754,1103
1639,China,Germany,6453,4457
1640,India,Germany,6269,4741
1641,China,China,2167,397
1642,Germany,Germany,3234,2169
1643,USA,Germany,1576,1594
1644,China,China,8581,2868
1645,Germany,China,6826,1498
1646,China,USA,2084,4803
1647,China,China,4224,4070
1648,Germany,China,8378,113
1649,USA,Germany,339,784
1650,Germany,USA,1534,1742
1651,China,China,7083,2133
1652,China,USA,1269,4548
1653,Germany,USA,9791,562
1654,India,India,4244,3158
1655,China,China,3043,4080
1656,USA,Germany,6732,4232
1657,Germany,China,6332,4711
1658,China,USA,4734,876
1659,India,China,8085,1927
1660,China,USA,8016,1236
1661,India,India,9917,3134
1662,USA,India,3079,367
1663,India,USA,186,4571
1664,USA,China,8991,1220
